"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"2070";"33002010112P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"LETRAS (TEORIA LITERÁRIA E LITERATURA COMPARADA)";"MESTRADO/DOUTORADO";22;0;0;1;0;0;1;0,0454545454545455
"2071";"33002010113P9";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1977;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"LETRAS (LÍNGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.)";"MESTRADO/DOUTORADO";15;0;0;1;0;0;1;0,0666666666666667
"2072";"33002010115P1";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ORTOPEDIA E TRAUMATOLOGIA";"MESTRADO/DOUTORADO";33;0;0;0;0;0;0;0
"2073";"33002010116P8";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ECOLOGIA";"MESTRADO/DOUTORADO";25;0;0;6;0;0;6;0,24
"2074";"33002010117P4";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"NEFROLOGIA";"MESTRADO/DOUTORADO";23;0;0;0;0;0;0;0
"2075";"33002010118P0";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"PNEUMOLOGIA";"DOUTORADO";19;0;0;0;0;0;0;0
"2076";"33002010119P7";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";1971;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"DIREITO";"MESTRADO/DOUTORADO";146;0;0;0;0;0;0;0
"2077";"33002010120P5";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";1981;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ENFERMAGEM";"DOUTORADO";16;0;0;0;0;0;0;0
"2078";"33002010121P1";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"IMUNOLOGIA";"MESTRADO/DOUTORADO";28;8;0;0;8;0;0;0,285714285714286
"2079";"33002010122P8";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1980;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"OFTALMOLOGIA";"DOUTORADO";12;0;0;0;0;0;0;0
"2080";"33002010123P4";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1983;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"EPIDEMIOLOGIA EXPERIMENTAL APLICADA ÀS ZOONOSES";"MESTRADO/DOUTORADO";21;2;7;0;2;7;0;0,428571428571429
"2081";"33002010124P0";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1973;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"METEOROLOGIA";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"2082";"33002010125P7";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CARDIOLOGIA";"DOUTORADO";34;15;0;0;15;0;0;0,441176470588235
"2083";"33002010126P3";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"GEOCIÊNCIAS (RECURSOS MINERAIS E HIDROGEOLOGIA)";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"2084";"33002010127P0";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1986;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"GEOCIÊNCIAS (GEOQUÍMICA E GEOTECTÔNICA)";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"2085";"33002010129P2";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"UROLOGIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"2086";"33002010130P0";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";39;5;0;13;5;0;13;0,461538461538462
"2087";"33002010131P7";"ENGENHARIAS II";"ENGII";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA MINERAL";"MESTRADO/DOUTORADO";8;0;0;0;0;0;0;0
"2088";"33002010132P3";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ANESTESIOLOGIA";"DOUTORADO";21;1;0;2;1;0;2;0,142857142857143
"2089";"33002010133P0";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"RADIOLOGIA";"DOUTORADO";18;0;0;0;0;0;0;0
"2090";"33002010134P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"INTEGRAÇÃO DA AMÉRICA LATINA";"MESTRADO/DOUTORADO";27;0;0;0;0;0;0;0
"2091";"33002010138P1";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"ODONTOLOGIA (DIAGNÓSTICO BUCAL)";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"2092";"33002010141P2";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ODONTOLOGIA (DENTÍSTICA)";"MESTRADO/DOUTORADO";25;8;4;0;8;4;0;0,48
"2093";"33002010145P8";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIA AMBIENTAL";"MESTRADO/DOUTORADO";25;0;0;0;0;0;0;0
"2094";"33002010149P3";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ENERGIA";"MESTRADO/DOUTORADO";18;4;0;0;4;0;0;0,222222222222222
"2095";"33002010150P1";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CLÍNICA VETERINÁRIA";"MESTRADO/DOUTORADO";13;1;0;0;1;0;0;0,0769230769230769
"2096";"33002010151P8";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"ESTADUAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ARQUEOLOGIA";"MESTRADO/DOUTORADO";19;0;0;2;0;0;2;0,105263157894737
"2097";"33002010154P7";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1987;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ONCOLOGIA";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"2098";"33002010155P3";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"CLÍNICA CIRÚRGICA VETERINÁRIA";"MESTRADO/DOUTORADO";14;1;0;0;1;0;0;0,0714285714285714
"2099";"33002010156P0";"BIOTECNOLOGIA";"BIOT";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";55;92;8;0;92;8;0;1,81818181818182
"2100";"33002010161P3";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";1990;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEDICINA (CIRURGIA TORÁCICA E CARDIOVASCULAR)";"DOUTORADO";13;3;0;1;3;0;1;0,307692307692308
"2101";"33002010162P0";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"NEUROCIÊNCIAS E COMPORTAMENTO";"MESTRADO/DOUTORADO";23;8;1;12;8;1;12;0,91304347826087
"2102";"33002010163P6";"NUTRIÇÃO";"NUTR";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"NUTRIÇÃO HUMANA APLICADA";"MESTRADO/DOUTORADO";6;0;0;0;0;0;0;0
"2103";"33002010165P9";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"ZOOTECNIA";"MESTRADO/DOUTORADO";25;1;0;0;1;0;0;0,04
"2104";"33002010168P8";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"LETRAS (EST.COMP. DE LITER. DE LÍNGUA PORTUGUESA)";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2105";"33002010171P9";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";41;2;0;0;2;0;0;0,0487804878048781
"2106";"33002010172P5";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIAS (FISIOLOGIA HUMANA)";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2107";"33002010174P8";"CIÊNCIAS BIOLÓGICAS II";"CBII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"CIÊNCIAS (FISIOLOGIA GERAL)";"MESTRADO/DOUTORADO";13;1;0;4;1;0;4;0,384615384615385
"2108";"33002010175P4";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"LETRAS (LÍNGUA LITERATURA E CULTURA JAPONESA)";"MESTRADO";13;0;0;0;0;0;0;0
"2109";"33002010176P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";31;2;0;4;2;0;4;0,193548387096774
"2110";"33002010177P7";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";1996;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS (FISIOPATOLOGIA EXPERIMENTAL)";"MESTRADO/DOUTORADO";47;0;0;0;0;0;0;0
"2111";"33002010182P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO/DOUTORADO";20;1;0;0;1;0;0;0,05
"2112";"33002010184P3";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"LITERATURA E CULTURA RUSSA";"MESTRADO/DOUTORADO";9;0;0;0;0;0;0;0
"2113";"33002010185P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTÉTICA E HISTÓRIA DA ARTE";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"2114";"33002010186P6";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2000;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"ENFERMAGEM NA SAÚDE DO ADULTO";"MESTRADO/DOUTORADO";18;0;1;1;0;1;1;0,111111111111111
"2115";"33002010188P9";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"BIOINFORMÁTICA";"MESTRADO/DOUTORADO";21;1;0;2;1;0;2;0,142857142857143
"2116";"33002010190P3";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA DE SISTEMAS LOGÍSTICOS";"MESTRADO";11;4;2;5;4;2;5;1
"2117";"33002010191P0";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";1970;"ACADÊMICO";"7";"SUDESTE";"SP";"USP";"QUIMICA";"MESTRADO/DOUTORADO";58;25;2;0;25;2;0;0,46551724137931
"2118";"33002010192P6";"ENGENHARIAS III";"ENGIII";"ESTADUAL";"PÚBLICA";2000;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"ENGENHARIA AUTOMOTIVA";"MESTRADO PROF.";14;1;0;0;1;0;0;0,0714285714285714
"2119";"33002010194P9";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS DA REABILITAÇÃO";"MESTRADO/DOUTORADO";29;0;0;2;0;0;2;0,0689655172413793
"2120";"33002010195P5";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIA DA INFORMAÇÃO";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2121";"33002010198P4";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ARTES VISUAIS";"MESTRADO/DOUTORADO";22;0;0;4;0;0;4;0,181818181818182
"2122";"33002010199P0";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"NUTRIÇÃO EM SAÚDE PÚBLICA";"MESTRADO/DOUTORADO";22;0;0;1;0;0;1;0,0454545454545455
"2123";"33002010200P9";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2006;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"ARTES CÊNICAS";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"2124";"33002010202P1";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA";"DOUTORADO";17;2;0;0;2;0;0;0,117647058823529
"2125";"33002010203P8";"ARTES / MÚSICA";"ARTE";"ESTADUAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MÚSICA";"MESTRADO/DOUTORADO";29;0;0;2;0;0;2;0,0689655172413793
"2126";"33002010204P4";"MEDICINA II";"MEDII";"ESTADUAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEDICINA TROPICAL";"MESTRADO/DOUTORADO";19;1;0;0;1;0;0;0,0526315789473684
"2127";"33002010208P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"RELAÇÕES INTERNACIONAIS";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"2128";"33002010209P6";"CIÊNCIA DE ALIMENTOS";"CALIM";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA DE ALIMENTOS";"MESTRADO/DOUTORADO";18;2;0;0;2;0;0;0,111111111111111
"2129";"33002010210P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"CULTURAS E IDENTIDADES BRASILEIRAS";"MESTRADO";14;0;0;0;0;0;0;0
"2130";"33002010211P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"MODELAGEM DE SISTEMAS COMPLEXOS";"MESTRADO";18;0;0;0;0;0;0;0
"2131";"33002010212P7";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MEIOS E PROCESSOS AUDIOVISUAIS";"MESTRADO/DOUTORADO";15;0;0;1;0;0;1;0,0666666666666667
"2132";"33002010213P3";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"GERENCIAMENTO EM ENFERMAGEM";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"2133";"33002010214P0";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"SISTEMAS DE INFORMAÇÃO";"MESTRADO";12;3;1;25;3;1;25;2,41666666666667
"2134";"33002010216P2";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTUDOS JUDAICOS E ARABES";"MESTRADO/DOUTORADO";14;0;0;1;0;0;1;0,0714285714285714
"2135";"33002010217P9";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"ESTUDOS CULTURAIS";"MESTRADO";28;0;0;0;0;0;0;0
"2136";"33002010218P5";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"MUDANÇA SOCIAL E PARTICIPAÇÃO POLÍTICA";"MESTRADO";18;0;0;0;0;0;0;0
"2137";"33002010219P1";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"6";"SUDESTE";"SP";"USP";"OCEANOGRAFIA";"MESTRADO/DOUTORADO";39;0;0;0;0;0;0;0
"2138";"33002010220P0";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"TÊXTIL E MODA";"MESTRADO";15;9;7;0;9;7;0;1,06666666666667
"2139";"33002010221P6";"BIODIVERSIDADE";"BIOD";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"SISTEMÁTICA, TAXONOMIA ANIMAL E BIODIVERSIDADE";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"2140";"33002010222P2";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"CIÊNCIAS EM GASTROENTEROLOGIA";"MESTRADO/DOUTORADO";28;0;0;0;0;0;0;0
"2141";"33002010223P9";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"ENSINO DE MATEMÁTICA";"MESTRADO PROF.";24;0;0;0;0;0;0;0
"2142";"33002010224P5";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ESTUDOS DA TRADUÇÃO";"MESTRADO/DOUTORADO";16;0;0;3;0;0;3;0,1875
"2143";"33002010225P1";"QUÍMICA";"QUIM";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"TECNOLOGIA EM QUÍMICA E BIOQUÍMICA";"MESTRADO PROF.";16;18;2;0;18;2;0;1,25
"2144";"33002010226P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"MUSEOLOGIA";"MESTRADO";15;0;0;0;0;0;0;0
"2145";"33002010227P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2012;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES";"MESTRADO/DOUTORADO";23;0;0;0;0;0;0;0
"2146";"33002010228P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"SUSTENTABILIDADE";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"2147";"33002010229P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"5";"SUDESTE";"SP";"USP";"AMBIENTE, SAÚDE E SUSTENTABILIDADE";"MESTRADO PROF.";17;0;1;1;0;1;1;0,117647058823529
"2148";"33002010231P1";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"ENFERMAGEM NA ATENÇÃO PRIMÁRIA EM SAÚDE NO SUS";"MESTRADO PROF.";11;0;3;1;0;3;1;0,363636363636364
"2149";"33002010232P8";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"GESTÃO DE POLÍTICAS PÚBLICAS";"MESTRADO";13;0;0;0;0;0;0;0
"2150";"33002010233P4";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"INOVAÇÃO NA CONSTRUÇÃO CIVIL";"MESTRADO PROF.";19;0;0;0;0;0;0;0
"2151";"33002010234P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"ENSINO DE ASTRONOMIA";"MESTRADO PROF.";11;0;0;0;0;0;0;0
"2152";"33002010235P7";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"GESTÃO E INOVAÇÃO NA INDÚSTRIA ANIMAL";"MESTRADO PROF.";20;0;0;9;0;0;9;0,45
"2153";"33002010236P3";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"SAÚDE GLOBAL E SUSTENTABILIDADE";"DOUTORADO";12;0;0;0;0;0;0;0
"2154";"33002010237P0";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"FORMAÇÃO INTERDISCIPLINAR EM SAÚDE";"MESTRADO PROF.";22;0;0;0;0;0;0;0
"2155";"33002010238P6";"MEDICINA VETERINÁRIA";"MVET";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"BIOCIÊNCIA ANIMAL";"MESTRADO/DOUTORADO";20;3;0;0;3;0;0;0,15
"2156";"33002010239P2";"MATERIAIS";"MATE";"ESTADUAL";"PÚBLICA";2013;"ACADÊMICO";"4";"SUDESTE";"SP";"USP";"ENGENHARIA E CIÊNCIA DE MATERIAIS";"MESTRADO/DOUTORADO";12;3;0;0;3;0;0;0,25
"2157";"33002010240P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"SUDESTE";"SP";"USP";"EMPREENDEDORISMO";"MESTRADO PROF.";18;0;0;0;0;0;0;0
"2158";"33002010241P7";"EDUCAÇÃO FÍSICA";"EFIS";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"CIÊNCIAS DA ATIVIDADE FÍSICA";"MESTRADO";18;3;0;0;3;0;0;0,166666666666667
"2159";"33002010242P3";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"5";"SUDESTE";"SP";"USP";"EPIDEMIOLOGIA";"DOUTORADO";24;0;0;1;0;0;1;0,0416666666666667
"2160";"33002010243P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"TURISMO";"MESTRADO";13;0;0;0;0;0;0;0
"2161";"33002010244P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"SP";"USP";"GERONTOLOGIA";"MESTRADO";16;0;0;0;0;0;0;0
"2162";"33002010245P2";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"MESTRADO PROFISSIONAL EM ACONSELHAMENTO GENÉTICO E GENÔMICA HUMANA";"MESTRADO PROF.";11;1;0;0;1;0;0;0,0909090909090909
"2163";"33002010246P9";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"ENTOMOLOGIA EM SAÚDE PÚBLICA";"MESTRADO PROF.";11;0;0;0;0;0;0;0
"2164";"33002010247P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;0;0;0;0;0;0;0
"2165";"33002010248P1";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2016;"PROFISSIONAL";"4";"SUDESTE";"SP";"USP";"GESTÃO DA INFORMAÇÃO";"MESTRADO PROF.";18;0;0;0;0;0;0;0
"2166";"33002010249P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"2167";"33002010250P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;0;0;0;0;0;0;0
"2168";"33002037024P7";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"SP";"USP/ESALQ";"BIOENERGIA USP, UNICAMP E UNESP";"DOUTORADO";41;11;1;2;11;1;2;0,341463414634146
